"","SystemId","SystemName","AgeScore","CalmarScore","CalmarMessage","SharpeScore","StatValueVal","Score","i.CalmarMessage","C2Score"
"5566",60563614,"DMS Trend Euro Currency",5,4,"",1,-0.35,4,"",3.75
"5567",60577268,"sikago - fx trader",5,4,"",1,0.49,4,"",3.75
"5568",60587526,"Macro Trend Signals' Stock Retirement Fund",5,4,"",1,0.88,4,"",3.75
"5569",60618236,"TS_EURUSD_1",5,4,"",1,0.25,4,"",3.75
"5570",60626080,"PCM-Forex",5,4,"",1,0.03,4,"",3.75
"5571",60631667,"Forex Machine OLD",5,4,"",1,0.16,4,"",3.75
"5572",60637177,"FX Technical",5,4,"",1,0.01,4,"",3.75
"5573",60646150,"Dave's JY/AD Auto",5,4,"",1,0.41,4,"",3.75
"5574",60647374,"Avatar",5,4,"",1,0.58,4,"",3.75
"5575",60651464,"0 Zeus Sell Only",5,4,"",1,-0.33,4,"",3.75
"5576",60655391,"TRA Quantitative Volatility Trading",5,4,"",1,-0.06,4,"",3.75
"5577",60679155,"Dow ETF Trader",5,4,"",1,0.17,4,"",3.75
"5578",60695040,"Kubera",5,4,"",1,-0.16,4,"",3.75
"5579",60695047,"TRA Russell Trader",5,4,"",1,0.14,4,"",3.75
"5580",60696402,"System10X",5,4,"",1,0.51,4,"",3.75
"5581",60725254,"Just Short Mini's",5,4,"",1,0.6,4,"",3.75
"5582",60731929,"future to the fortune",5,4,"",1,-0.11,4,"",3.75
"5583",61224716,"Ivy League Trading",5,4,"",1,-0.1,4,"",3.75
"5584",61252028,"ARkk",5,4,"",1,0.21,4,"",3.75
"5585",61261181,"FX3105",5,4,"",1,-0.43,4,"",3.75
"5586",61318455,"EconTrend Catcher",5,4,"",1,-0.5,4,"",3.75
"5587",61364289,"Spyder-1",5,4,"",1,-0.41,4,"",3.75
"5588",61364763,"Commodity Futures Trader",5,4,"",1,-0.17,4,"",3.75
"5589",61368002,"Rhapsody",5,4,"",1,0.21,4,"",3.75
"5590",61375095,"KE Option",5,4,"",1,0.24,4,"",3.75
"5591",61380509,"kaiserEDGE Long/Short",5,4,"",1,-0.28,4,"",3.75
"5592",61382605,"Forex Capital Investment",5,4,"",1,-0.43,4,"",3.75
"5593",61390314,"futures option and stock trading",5,4,"",1,0.51,4,"",3.75
"5594",61438604,"Blind Squirrel Finds A Nut",5,4,"",1,-0.34,4,"",3.75
"5595",61454767,"Scarecrow Reppond Program Manager 2",5,4,"",1,-0.31,4,"",3.75
"5596",61455820,"3X",5,4,"",1,-0.28,4,"",3.75
"5597",61459613,"kaiserEDGE Long Only",5,4,"",1,0.45,4,"",3.75
"5598",61468289,"Hela Tele",5,4,"",1,-0.07,4,"",3.75
"5599",61470460,"Steady Profits",5,4,"",1,-0.06,4,"",3.75
"5600",61476799,"The FUTURE is now",5,4,"",1,0.08,4,"",3.75
"5601",61480079,"idmario",5,4,"",1,-0.09,4,"",3.75
"5602",61487815,"SPY Trader",5,4,"",1,-0.71,4,"",3.75
"5603",61498411,"Uncategorized",5,4,"",1,-0.26,4,"",3.75
"5604",61498457,"Killer Trend Dip",5,4,"",1,-0.5,4,"",3.75
"5605",61498511,"ETF Killer",5,4,"",1,-0.39,4,"",3.75
"5606",61500130,"BreakoutFX",5,4,"",1,-0.3,4,"",3.75
"5607",61501448,"Day Trade the ES",5,4,"",1,-0.32,4,"",3.75
"5608",61509239,"MSI1",5,4,"",1,-0.43,4,"",3.75
"5609",61528473,"motherbrain",5,4,"",1,-0.15,4,"",3.75
"5610",61561529,"IFYS designed for forex",5,4,"",1,-0.31,4,"",3.75
"5611",61572287,"DT1",5,4,"",1,-0.23,4,"",3.75
"5612",61578413,"ES WEALTH",5,4,"",1,0.01,4,"",3.75
"5613",61632328,"advanced S&P eMini Sprinter",5,4,"",1,-0.37,4,"",3.75
"5614",61632343,"S&P eMini Sprinter",5,4,"",1,0.35,4,"",3.75
"5615",61632609,"QI Portfolio1",5,4,"",1,0.02,4,"",3.75
"5616",61635429,"Bad TradeStation Integration Test",5,4,"",1,-0.25,4,"",3.75
"5617",61635716,"Shortview",5,4,"",1,1.03,4,"",3.75
"5618",61637660,"DDR22",5,4,"",1,-0.13,4,"",3.75
"5619",61641164,"Diversified ETF Timer",5,4,"",1,-0.48,4,"",3.75
"5620",61643839,"Great FUTURES",5,4,"",1,0.5,4,"",3.75
"5621",61702441,"Ultra Dax",5,4,"",1,0.35,4,"",3.75
"5622",61750099,"Leviathan",5,4,"",1,-0.12,4,"",3.75
"5623",61758734,"S & P E Mini Breakout",5,4,"",1,0.18,4,"",3.75
"5624",61761772,"PlatinumForex",5,4,"",1,-0.26,4,"",3.75
"5625",61762109,"Stock200K",5,4,"",1,-0.47,4,"",3.75
"5626",61762284,"Marco1",5,4,"",1,-0.63,4,"",3.75
"5627",61765883,"PalPips",5,4,"",1,0.06,4,"",3.75
"5628",61799418,"Commodity Trader, Counter-Trend",5,4,"",1,0.19,4,"",3.75
"5629",61809459,"Y2",5,4,"",1,-0.35,4,"",3.75
"5630",61809589,"Small Portfolio",5,4,"",1,-0.14,4,"",3.75
"5631",61823517,"Steady Eddie I",5,4,"",1,-0.42,4,"",3.75
"5632",61832071,"EuroBot",5,4,"",1,-0.06,4,"",3.75
"5633",61842521,"FX Profits",5,4,"",1,-0.13,4,"",3.75
"5634",61852991,"ECM Global Alpha",5,4,"",1,0.25,4,"",3.75
"5635",61853473,"Bund Trading System",5,4,"",1,0.45,4,"",3.75
"5636",61859068,"Dalini Equity Fund",5,4,"",1,0.55,4,"",3.75
"5637",61859632,"FX",5,4,"",1,0.71,4,"",3.75
"5638",61875732,"Futures50",5,4,"",1,-0.11,4,"",3.75
"5639",61876945,"Trading mini Russell 2000 with $10,000",5,4,"",1,-0.58,4,"",3.75
"5640",61893297,"forextrader",5,4,"",1,0,4,"",3.75
"5641",61894684,"ProScalp",5,4,"",1,-0.25,4,"",3.75
"5642",61894967,"Index Day Trader",5,4,"",1,-0.42,4,"",3.75
"5643",61931098,"Outperform",5,4,"",1,0.7,4,"",3.75
"5644",61932238,"EJK-estx50-01",5,4,"",1,0.19,4,"",3.75
"5645",61935132,"SI 1",5,4,"",1,-0.11,4,"",3.75
"5646",61936183,"FxProfitSource",5,4,"",1,-0.37,4,"",3.75
"5647",61939537,"Australian Stocks",5,4,"",1,0.04,4,"",3.75
"5648",61939915,"ETF GLOBAL TIMER",5,4,"",1,0.34,4,"",3.75
"5649",61943370,"Stock1M",5,4,"",1,-0.32,4,"",3.75
"5650",61979694,"All Round",5,4,"",1,-0.64,4,"",3.75
"5651",61995688,"Terminated",5,4,"",1,-0.36,4,"",3.75
"5652",62016060,"Falcon System FX",5,4,"",1,0.41,4,"",3.75
"5653",62042891,"Test on 4",5,4,"",1,-0.35,4,"",3.75
"5654",62049276,"Wolf_Growth",5,4,"",1,-0.06,4,"",3.75
"5655",62065201,"xsystem",5,4,"",1,0.13,4,"",3.75
"5656",62073853,"eau",5,4,"",1,-0.59,4,"",3.75
"5657",62077731,"Nirvana",5,4,"",1,-0.1,4,"",3.75
"5658",62078008,"SweetPips",5,4,"",1,0.69,4,"",3.75
"5659",62122613,"AT Tester",5,4,"",1,0.35,4,"",3.75
"5660",62147309,"Oil Refinery",5,4,"",1,-0.33,4,"",3.75
"5661",62149627,"Parable",5,4,"",1,-0.26,4,"",3.75
"5662",62197312,"Proficit",5,4,"",1,-0.12,4,"",3.75
"5663",62199813,"LogicalFX",5,4,"",1,0.08,4,"",3.75
"5664",62204035,"SPY Swing",5,4,"",1,0.03,4,"",3.75
"5665",62205020,"International ETF Trends",5,4,"",1,-0.04,4,"",3.75
"5666",62232236,"Catapult",5,4,"",1,-0.3,4,"",3.75
"5667",62248740,"consumerproductindex",5,4,"",1,0.91,4,"",3.75
"5668",62251003,"Rydex SP 500 2x",5,4,"",1,0.68,4,"",3.75
"5669",62254110,"FX Riskcontrol",5,4,"",1,0.95,4,"",3.75
"5670",62260438,"Freeloader",5,4,"",1,-0.4,4,"",3.75
"5671",62295295,"test",5,4,"",1,0.34,4,"",3.75
"5672",62300176,"&#28558;&#28246;&#28286;",5,4,"",1,0,4,"",3.75
"5673",62304917,"TS_EURUSD_2",5,4,"",1,-0.24,4,"",3.75
"5674",62305577,"TS_EURUSD_4",5,4,"",1,0.1,4,"",3.75
"5675",62308428,"TS_GBPUSD_1",5,4,"",1,0.35,4,"",3.75
"5676",62322341,"Takeit",5,4,"",1,-0.34,4,"",3.75
"5677",62366143,"Killed",5,4,"",1,-0.4,4,"",3.75
"5678",62366439,"Skagit",5,4,"",1,0.95,4,"",3.75
"5679",62372108,"Shahroor",5,4,"",1,-0.41,4,"",3.75
"5680",62378683,"Stock Swing King",5,4,"",1,0.72,4,"",3.75
"5681",62392074,"Eurex Runner",5,4,"",1,0.61,4,"",3.75
"5682",62415644,"Futures fun",5,4,"",1,-0.22,4,"",3.75
"5683",62440236,"Value and Quality",5,4,"",1,0.35,4,"",3.75
"5684",62457203,"PN Momentum",5,4,"",1,-0.51,4,"",3.75
"5685",62468701,"Foo Fighters",5,4,"",1,0.22,4,"",3.75
"5686",62469196,"AMS2",5,4,"",1,0.04,4,"",3.75
"5687",62500997,"Closed",5,4,"",1,-0.4,4,"",3.75
"5688",62524549,"MC Capital",5,4,"",1,-0.16,4,"",3.75
"5689",62536477,"Cyclesurfer",5,4,"",1,-0.09,4,"",3.75
"5690",62550489,"Galuca e-Lite",5,4,"",1,0.15,4,"",3.75
"5691",62567352,"Spellbound",5,4,"",1,-0.08,4,"",3.75
"5692",62573832,"Raton",5,4,"",1,-0.09,4,"",3.75
"5693",62574745,"AmberSystem1",5,4,"",1,0.61,4,"",3.75
"5694",62581305,"Zing's EuroFX",5,4,"",1,0.45,4,"",3.75
"5695",62599922,"C22",5,4,"",1,-0.39,4,"",3.75
"5696",62607130,"WaveRunner (No Longer Supported)",5,4,"",1,-0.18,4,"",3.75
"5697",62620697,"Multi timeframe system",5,4,"",1,1.03,4,"",3.75
"5698",62626714,"RPH",5,4,"",1,-0.04,4,"",3.75
"5699",62627112,"TDG-Phenix Fund",5,4,"",1,0.36,4,"",3.75
"5700",62627296,"Test 1",5,4,"",1,-0.26,4,"",3.75
"5701",62638124,"Relax Stocks",5,4,"",1,0.32,4,"",3.75
"5702",62641935,"Forex Genesis",5,4,"",1,0.74,4,"",3.75
"5703",62648962,"System 001",5,4,"",1,0.33,4,"",3.75
"5704",62658246,"Zing's Crude",5,4,"",1,-0.42,4,"",3.75
"5705",62674380,"BreakTimeFX",5,4,"",1,-0.01,4,"",3.75
"5706",62674629,"pi",5,4,"",1,-0.65,4,"",3.75
"5707",62710951,"Market Fighter",5,4,"",1,-0.32,4,"",3.75
"5708",62733980,"Intrepid Futures",5,4,"",1,0.17,4,"",3.75
"5709",62739959,"Options 787",5,4,"",1,0.28,4,"",3.75
"5710",62777270,"Stock Wealth Advisers",5,4,"",1,-0.19,4,"",3.75
"5711",62819864,"ALGO ETF",5,4,"",1,-0.39,4,"",3.75
"5712",62827702,"ALGO Stocks",5,4,"",1,-0.33,4,"",3.75
"5713",62827900,"CONVEX Trader",5,4,"",1,-0.36,4,"",3.75
"5714",62835954,"Marketbandits 5.0",5,4,"",1,-0.22,4,"",3.75
"5715",62875727,"SAFE",5,4,"",1,0.51,4,"",3.75
"5716",62876575,"Babylon Futures",5,4,"",1,0.28,4,"",3.75
"5717",62882347,"OTM Options Income",5,4,"",1,-0.49,4,"",3.75
"5718",62886572,"eurjpy-system",5,4,"",1,0.29,4,"",3.75
"5719",62895490,"Drwat",5,4,"",1,-0.33,4,"",3.75
"5720",62898078,"ETF Diversified",5,4,"",1,-0.39,4,"",3.75
"5721",62901993,"Zing's EMD",5,4,"",1,-0.45,4,"",3.75
"5722",62915616,"INDEX Futures",5,4,"",1,-0.47,4,"",3.75
"5723",62915847,"New Hope",5,4,"",1,0.04,4,"",3.75
"5724",62919199,"wFinance Original",5,4,"",1,0.07,4,"",3.75
"5725",62923124,"A-Z DAY TRADING SYSTEM",5,4,"",1,0.7,4,"",3.75
"5726",62937588,"Market Adaptive Trading",5,4,"",1,-0.2,4,"",3.75
"5727",62945709,"Smart e",5,4,"",1,0.43,4,"",3.75
"5728",62956559,"Swing Trader",5,4,"",1,-0.1,4,"",3.75
"5729",62966594,"joypips",5,4,"",1,1.02,4,"",3.75
"5730",62975482,"Zing's DAX",5,4,"",1,-0.27,4,"",3.75
"5731",62975702,"mine",5,4,"",1,-0.06,4,"",3.75
"5732",62976802,"pstest",5,4,"",1,0.06,4,"",3.75
"5733",63010019,"Steady Futures",5,4,"",1,0.42,4,"",3.75
"5734",63011020,"Paycheck",5,4,"",1,-0.39,4,"",3.75
"5735",63026341,"stardust",5,4,"",1,-0.2,4,"",3.75
"5736",63038809,"Euro Futures",5,4,"",1,0.09,4,"",3.75
"5737",63069859,"es/",5,4,"",1,0.67,4,"",3.75
"5738",63097272,"Muroc",5,4,"",1,0.38,4,"",3.75
"5739",63104016,"ETF MARKET TIMER TEST",5,4,"",1,-0.28,4,"",3.75
"5740",63121416,"Sentient Futures Trader",5,4,"",1,-0.33,4,"",3.75
"5741",63123482,"FROG SP Daytrader",5,4,"",1,0.69,4,"",3.75
"5742",63138241,"WonderBoy",5,4,"",1,-0.29,4,"",3.75
"5743",63138636,"GEMACK Fx Day Trader",5,4,"",1,-0.19,4,"",3.75
"5744",63143746,"CoPilot CSO",5,4,"",1,-0.11,4,"",3.75
"5745",63143778,"Bompus A",5,4,"",1,0.08,4,"",3.75
"5746",63147367,"NSDQ Agent #4496",5,4,"",1,-0.33,4,"",3.75
"5747",63148445,"-",5,4,"",1,0.86,4,"",3.75
"5748",63148479,"-",5,4,"",1,-0.04,4,"",3.75
"5749",63151762,"kymaticaFx trader",5,4,"",1,-0.08,4,"",3.75
"5750",63152394,"- Stochastic3 (FOREX) -",5,4,"",1,0.03,4,"",3.75
"5751",63162430,"Forex Behind OrderFlow",5,4,"",1,-0.44,4,"",3.75
"5752",63162795,"Just Short Less Frequent",5,4,"",1,0.15,4,"",3.75
"5753",63165922,"Mulan-trading",5,4,"",1,-0.7,4,"",3.75
"5754",63165974,"Crude Trader",5,4,"",1,0.59,4,"",3.75
"5755",63170000,"Katana",5,4,"",1,-0.13,4,"",3.75
"5756",63175146,"Pavindhu",5,4,"",1,-0.31,4,"",3.75
"5757",63181525,"USD_VOL FX",5,4,"",1,-0.2,4,"",3.75
"5758",63192524,"QCR Dynamic Equity",5,4,"",1,-0.41,4,"",3.75
"5759",63195484,"TRA SP 500 Trader",5,4,"",1,-0.52,4,"",3.75
"5760",63221949,"Peacenik-DISCONTINUED",5,4,"",1,0.55,4,"",3.75
"5761",63224872,"Oil Can G15",5,4,"",1,0.01,4,"",3.75
"5762",63235839,"The Silver Lining",5,4,"",1,-0.4,4,"",3.75
"5763",63237608,"HyperNode-9",5,4,"",1,-0.44,4,"",3.75
"5764",63254562,"Rebound Rabbits",5,4,"",1,0.53,4,"",3.75
"5765",63262350,"-",5,4,"",1,-0.34,4,"",3.75
"5766",63265056,"CHTRADE",5,4,"",1,-0.34,4,"",3.75
"5767",63276393,"Alpha",5,4,"",1,-0.34,4,"",3.75
"5768",63278254,"EJK-estx50-mom",5,4,"",1,-0.06,4,"",3.75
"5769",63284412,"TRIPLE",5,4,"",1,0.01,4,"",3.75
"5770",63340697,"BZ JK EURO FX",5,4,"",1,-0.19,4,"",3.75
"5771",63343080," FX Ignite",5,4,"",1,0.97,4,"",3.75
"5772",63345333,"OptionPlay",5,4,"",1,0.71,4,"",3.75
"5773",63350600,"Option Credit Spreads",5,4,"",1,-0.09,4,"",3.75
"5774",63392781,"Chief Fund",5,4,"",1,-0.3,4,"",3.75
"5775",63417012,"Trident",5,4,"",1,-0.34,4,"",3.75
"5776",63421646,"MAGNUM SP",5,4,"",1,-0.53,4,"",3.75
"5777",63422263,"Icarus",5,4,"",1,0.08,4,"",3.75
"5778",63428793,"Auction Market Theory: Swing",5,4,"",1,-0.23,4,"",3.75
"5779",63434826,"NerdyTrader_SPY_daytrade",5,4,"",1,-0.08,4,"",3.75
"5780",63446754,"Oceans",5,4,"",1,-0.2,4,"",3.75
"5781",63447848,"EvoFOREX",5,4,"",1,-0.51,4,"",3.75
"5782",63457420,"MFT Managed Accounts",5,4,"",1,-0.39,4,"",3.75
"5783",63481202,"NerdyTrader_FX_daytrade",5,4,"",1,-0.33,4,"",3.75
"5784",63494225,"Nine O'Clock Club",5,4,"",1,-0.06,4,"",3.75
"5785",63511640,"Eki",5,4,"",1,-0.14,4,"",3.75
"5786",63511848,"Auction Market Theory",5,4,"",1,-0.22,4,"",3.75
"5787",63524212,"Not Supported 11/11",5,4,"",1,0.09,4,"",3.75
"5788",63534997,"MBA Trading, Corp",5,4,"",1,-0.46,4,"",3.75
"5789",63547194,"FX-SRXT",5,4,"",1,-0.55,4,"",3.75
"5790",63552492,"FX Trend Decision",5,4,"",1,-0.11,4,"",3.75
"5791",63563298,"NerdyTrader_Stocks",5,4,"",1,-0.17,4,"",3.75
"5792",63565131,"SP 500 CORREL",5,4,"",1,-0.23,4,"",3.75
"5793",63566177,"SP500",5,4,"",1,-0.38,4,"",3.75
"5794",63574176,"Millionaire Inside Futures",5,4,"",1,-0.12,4,"",3.75
"5795",63578139,"RSA Trading - FX v8",5,4,"",1,0.77,4,"",3.75
"5796",63583652,"Stock Capturer",5,4,"",1,0.15,4,"",3.75
"5797",63603572,"Trend Trade for Life",5,4,"",1,0.26,4,"",3.75
"5798",63625925,"Basket Futures I",5,4,"",1,0,4,"",3.75
"5799",63641577,"EA Master Forex",5,4,"",1,-0.09,4,"",3.75
"5800",63642979,"Forex A",5,4,"",1,-0.35,4,"",3.75
"5801",63650657,"Circumspect Active Trader",5,4,"",1,0.11,4,"",3.75
"5802",63682292,"EA Master Forex 2",5,4,"",1,-0.05,4,"",3.75
"5803",63685898,"Investments",5,4,"",1,-0.4,4,"",3.75
"5804",63698369,"Monkey Swing",5,4,"",1,-0.44,4,"",3.75
"5805",63709256,"System 63709256",5,4,"",1,-0.73,4,"",3.75
"5806",63800624,"mindmeld",4,6,"",1,3.41,6,"",3.75
"5807",63805020,"XT",4,6,"",1,2.94,6,"",3.75
"5808",64210241,"TAM Investment Clock",4,6,"",1,2.83,6,"",3.75
"5809",65053153,"One World",4,6,"",1,3.86,6,"",3.75
"5810",65911329,"Maximum",4,6,"",1,3.29,6,"",3.75
"5811",66132156,"bolu entry",4,6,"",1,3.54,6,"",3.75
"5812",67073686,"Debentis Platform EQ",4,6,"",1,4.57,6,"",3.75
"5813",68243202,"Alpha RX - Undervalued",4,6,"",1,2.9,6,"",3.75
"5814",68243308,"Future Swings",4,6,"",1,3.59,6,"",3.75
"5815",69091664,"MP Trades",4,6,"",1,2.88,6,"",3.75
"5816",69424928,"EA Test Portfolio 14",4,6,"",1,3.42,6,"",3.75
"5817",70305602,"NCMC",4,6,"",1,3.6,6,"",3.75
"5818",70967240,"Kingda Forex (20x)",5,4,"",1,0.72,4,"",3.75
"5819",72305621,"Options Trader Short",4,6,"",1,2.85,6,"",3.75
"5820",72872496,"Sybil (AUDUSD)",4,6,"",1,2.93,6,"",3.75
"5821",73045267,"Kingda ProFX",5,4,"",1,0.64,4,"",3.75
"5822",73174754,"^HMVNR",4,6,"",1,3.82,6,"",3.75
"5823",74521730,"MTT ES Trend Hurricane",4,6,"",1,3.45,6,"",3.75
"5824",74915194,"Danube Quants Absolute Return",4,6,"",1,3.27,6,"",3.75
"5825",75437649,"Kingda Forex (2x)",5,4,"",1,0.53,4,"",3.75
"5826",75438730,"Kingda Forex (3x)",5,4,"",1,0.55,4,"",3.75
"5827",75694522,"SP",4,6,"",1,3.63,6,"",3.75
"5828",76187841,"Gravitas FX",4,6,"",1,2.99,6,"",3.75
"5829",76485680,"Investis Equity",4,6,"",1,4.44,6,"",3.75
"5830",76588673,"BOL Robot",4,6,"",1,4.48,6,"",3.75
"5831",77117428,"Futures Diamond",4,6,"",1,3.54,6,"",3.75
"5832",78105513,"Trend Trader",4,6,"",1,2.95,6,"",3.75
"5833",78495957,"Option Growth  Dividend Play",4,6,"",1,3.25,6,"",3.75
"5834",78764870,"Keep the Best",4,6,"",1,3.03,6,"",3.75
"5835",78823473,"Goldmine",4,6,"",1,4.57,6,"",3.75
"5836",85374369,"ES Trend Follower",3,8,"",1,6.44,8,"",3.75
"5837",92898756,"SAFE 2",2,10,"Too high Calmar value 17.45",1,17.45,10,"Too high Calmar value 17.45",3.75
"5838",93171894,"stocklive",2,10,"Too high Calmar value 9.97",1,9.97,10,"Too high Calmar value 9.97",3.75
"5839",93332994,"Darko Pips",2,10,"Too high Calmar value 77.15",1,77.15,10,"Too high Calmar value 77.15",3.75
"5840",96454090,"Short Term Options 49",2,10,"Too high Calmar value 12.41",1,12.41,10,"Too high Calmar value 12.41",3.75
"5841",96607853,"Mehta Biotech Capital",2,10,"Too high Calmar value 846.01",1,846.01,10,"Too high Calmar value 846.01",3.75
"5842",96787633,"Euro Bund Trading",2,10,"Too high Calmar value 10.18",1,10.18,10,"Too high Calmar value 10.18",3.75
"5843",97011503,"green futures 2",2,10,"Too high Calmar value 101.64",1,101.64,10,"Too high Calmar value 101.64",3.75
"5844",97502452,"MyAlgo",2,10,"Too high Calmar value 62.67",1,62.67,10,"Too high Calmar value 62.67",3.75
"5845",97953713,"HighRisk Live Forex XYZ",2,10,"Too high Calmar value 19.12",1,19.12,10,"Too high Calmar value 19.12",3.75
"5846",98470910,"ES daytrade",2,10,"Too high Calmar value 1639.07",1,1639.07,10,"Too high Calmar value 1639.07",3.75
"5847",98627345,"Parabolica",2,10,"Too high Calmar value 1006.44",1,1006.44,10,"Too high Calmar value 1006.44",3.75
"5848",98948319,"Focus FX",2,10,"Too high Calmar value 12.13",1,12.13,10,"Too high Calmar value 12.13",3.75
"5849",100178308,"Simple Investments",2,10,"Too high Calmar value 29.53",1,29.53,10,"Too high Calmar value 29.53",3.75
"5850",100223733,"Torus",2,10,"Too high Calmar value 299194.56",1,299194.56,10,"Too high Calmar value 299194.56",3.75
"5851",100318527,"5000 Dollars",2,10,"Too high Calmar value 72805.45",1,72805.45,10,"Too high Calmar value 72805.45",3.75
"5852",100425486,"Avalonz",2,10,"Too high Calmar value 3533.28",1,3533.28,10,"Too high Calmar value 3533.28",3.75
"5853",100565804,"Emini Day Trades",2,10,"Too high Calmar value 11.11",1,11.11,10,"Too high Calmar value 11.11",3.75
"5854",101138787,"stratUSDCAD103v2",2,10,"Too high Calmar value 56.47",1,56.47,10,"Too high Calmar value 56.47",3.75
"5855",101311199,"Locus",2,10,"Too high Calmar value 1345.47",1,1345.47,10,"Too high Calmar value 1345.47",3.75
"5856",46106400,"Options Arbiter",5,3,"",1,-0.94,3,"",3.5
"5857",46151987,"BuyOpter",5,3,"",1,-0.95,3,"",3.5
"5858",46205447,"Biometrix",5,3,"",1,-0.96,3,"",3.5
"5859",46217960,"start-over-fx",5,3,"",1,-0.97,3,"",3.5
"5860",46396996,"Casino Royale",5,3,"",1,-0.95,3,"",3.5
"5861",46414260,"taichi system",5,3,"",1,-0.97,3,"",3.5
"5862",46577221,"Smiley Forex",5,3,"",1,-0.9,3,"",3.5
"5863",46619680,"AVTrading",5,3,"",1,-0.95,3,"",3.5
"5864",46651178,"soniafernandes",5,3,"",1,-0.97,3,"",3.5
"5865",46668198,"KKK",5,3,"",1,-0.97,3,"",3.5
"5866",46668346,"Forex Pips",5,3,"",1,-0.91,3,"",3.5
"5867",47095861,"SPY Option Strategy",5,3,"",1,-0.85,3,"",3.5
"5868",47124461,"Betelgeuse",5,3,"",1,-0.97,3,"",3.5
"5869",47174923,"jamtou",5,3,"",1,-0.97,3,"",3.5
"5870",47176010,"Forex Private Management",5,3,"",1,-0.97,3,"",3.5
"5871",47239603,"LUIGI FX",5,3,"",1,-0.93,3,"",3.5
"5872",47302646,"OnlyProfits",5,3,"",1,-0.96,3,"",3.5
"5873",47405024,"Fx_Bullet",5,3,"",1,-0.97,3,"",3.5
"5874",47405075,"FX_SCANNER",5,3,"",1,-0.97,3,"",3.5
"5875",47431803,"A&M Capital I",5,3,"",1,-0.95,3,"",3.5
"5876",47432977,"mmfx2",5,3,"",1,-0.98,3,"",3.5
"5877",47898792,"Sophia Gibraltar",5,3,"",1,-0.97,3,"",3.5
"5878",47955198,"Combo Art FX",5,3,"",1,-0.85,3,"",3.5
"5879",47956397,"OPTION PRICE BUSTER",5,3,"",1,-0.98,3,"",3.5
"5880",48085589,"Fx Trend System",5,3,"",1,-0.95,3,"",3.5
"5881",48127727,"Maya",5,3,"",1,-0.94,3,"",3.5
"5882",48128937,"S/R + Fibo + trend = money",5,3,"",1,-0.94,3,"",3.5
"5883",48177245,"PARANOIAFX",5,3,"",1,-0.94,3,"",3.5
"5884",48309068,"Robie",5,3,"",1,-0.96,3,"",3.5
"5885",48330177,"forexclub10",5,3,"",1,-0.92,3,"",3.5
"5886",48400121,"Bigdogsforex",5,3,"",1,-0.8,3,"",3.5
"5887",48411378,"Trade2Gain",5,3,"",1,-0.98,3,"",3.5
"5888",48504871,"SPIKER FX GBPUSD",5,3,"",1,-0.95,3,"",3.5
"5889",48567966,"GeoFX",5,3,"",1,-0.97,3,"",3.5
"5890",48572119,"NoorFX Forex Strategy",5,3,"",1,-0.95,3,"",3.5
"5891",48695697,"Extreme Of Excitement",5,3,"",1,-0.98,3,"",3.5
"5892",48911807,"Hotspots L/T",5,3,"",1,-0.77,3,"",3.5
"5893",48918017,"LightmanFX",5,3,"",1,-0.99,3,"",3.5
"5894",48919395,"Harmoscil",5,3,"",1,-0.96,3,"",3.5
"5895",49208295,"FuturesEQ",5,3,"",1,-0.97,3,"",3.5
"5896",49272828,"ahtee84",5,3,"",1,-0.98,3,"",3.5
"5897",49336311,"Forexcash",5,3,"",1,-0.96,3,"",3.5
"5898",49354518,"Mtupienga",5,3,"",1,-0.96,3,"",3.5
"5899",49372097,"System 49372097",5,3,"",1,-0.99,3,"",3.5
"5900",49375320,"aggressivefx",5,3,"",1,-0.95,3,"",3.5
"5901",49410447,"Speculationtrader",5,3,"",1,-0.98,3,"",3.5
"5902",49450802,"PX Combo Breakout System",5,3,"",1,-0.99,3,"",3.5
"5903",49592384,"ETF Married Puts",5,3,"",1,-0.96,3,"",3.5
"5904",49864338,"Alpha Protocol",5,3,"",1,-0.96,3,"",3.5
"5905",49867301,"Boom & Doom I",5,3,"",1,-0.97,3,"",3.5
"5906",49882611,"Aspire1",5,3,"",1,-0.96,3,"",3.5
"5907",49940459,"The Early Bird",5,3,"",1,-0.98,3,"",3.5
"5908",50021726,"TRADESIGNAL",5,3,"",1,-0.98,3,"",3.5
"5909",50022143,"Market Neutral US Equities",5,3,"",1,-0.98,3,"",3.5
"5910",50042131,"levelfx",5,3,"",1,-0.97,3,"",3.5
"5911",50085761,"SupahDupah",5,3,"",1,-0.94,3,"",3.5
"5912",50088352,"Summation",5,3,"",1,-0.97,3,"",3.5
"5913",50166460,"LC TrendMaster",5,3,"",1,-0.97,3,"",3.5
"5914",50167825,"0",5,3,"",1,-0.98,3,"",3.5
"5915",50328488,"Simple SPY",5,3,"",1,-0.94,3,"",3.5
"5916",50328639,"leoka swing system",5,3,"",1,-0.98,3,"",3.5
"5917",50401569,"C2 Test",5,3,"",1,-0.98,3,"",3.5
"5918",50407569,"WINFOREX",5,3,"",1,-0.96,3,"",3.5
"5919",50597024,"System Fx2",5,3,"",1,-0.99,3,"",3.5
"5920",50976092,"RUBICON Forex",5,3,"",1,-0.86,3,"",3.5
"5921",51033183,"Robotnik",5,3,"",1,-0.92,3,"",3.5
"5922",51040511,"tt",5,3,"",1,-0.98,3,"",3.5
